country_txt,attacks_total,avg_killed,avg_wounded,median_killed,max_killed,severity_index,attacktype_Armed Assault,attacktype_Assassination,attacktype_Bombing/Explosion,attacktype_Facility/Infrastructure Attack,attacktype_Hijacking,attacktype_Hostage Taking (Barricade Incident),attacktype_Hostage Taking (Kidnapping),attacktype_Unarmed Assault,attacktype_Unknown
Serbia,14,0.21428571428571427,0.8571428571428571,0.0,2.0,0.5773806149133126,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
Serbia-Montenegro,11,0.2727272727272727,0.45454545454545453,0.0,1.0,0.39836605769762556,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
Sierra Leone,28,2.1785714285714284,1.1071428571428572,0.0,21.0,0.7728688382713803,0.39285714285714285,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.21428571428571427
Slovak Republic,3,0.6666666666666666,1.6666666666666667,0.0,2.0,1.1337324605540517,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Slovenia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Solomon Islands,3,0.6666666666666666,0.0,1.0,1.0,0.46209812037329684,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Somalia,5148,2.4933954933954934,2.0928515928515927,1.0,588.0,1.030914599803641,0.2789432789432789,0.12024087024087024,0.41083916083916083,0.014568764568764568,0.004856254856254856,0.0027195027195027195,0.07634032634032634,0.0017482517482517483,0.08974358974358974
South Africa,211,0.5876777251184834,0.6540284360189573,0.0,6.0,0.5580142100305416,0.16113744075829384,0.3981042654028436,0.16113744075829384,0.27014218009478674,0.0,0.0,0.004739336492890996,0.0,0.004739336492890996
South Korea,7,0.0,9.142857142857142,0.0,0.0,0.9422543591373304,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
South Sudan,323,8.8359133126935,4.405572755417957,1.0,287.0,1.3815539724322226,0.33436532507739936,0.05263157894736842,0.030959752321981424,0.04024767801857585,0.0,0.0030959752321981426,0.30959752321981426,0.0030959752321981426,0.2260061919504644
Spain,427,0.6416861826697893,5.882903981264637,0.0,73.0,0.4578479786117675,0.06557377049180328,0.05152224824355972,0.6861826697892272,0.18032786885245902,0.00234192037470726,0.00234192037470726,0.00234192037470726,0.00702576112412178,0.00234192037470726
Sri Lanka,879,3.4106939704209327,6.514220705346985,1.0,103.0,1.3727421143916168,0.29692832764505117,0.0875995449374289,0.4880546075085324,0.051194539249146756,0.0011376564277588168,0.0011376564277588168,0.048919226393629126,0.0034129692832764505,0.02161547212741752
St. Lucia,2,1.0,6.0,1.0,2.0,1.354025100551105,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
Sudan,992,3.658266129032258,2.4596774193548385,0.0,134.0,1.109139071744936,0.4526209677419355,0.019153225806451613,0.06048387096774194,0.059475806451612906,0.04233870967741935,0.010080645161290322,0.2530241935483871,0.03225806451612903,0.07056451612903226
Swaziland,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0
Sweden,98,0.10204081632653061,0.4489795918367347,0.0,5.0,0.16322071089181178,0.15306122448979592,0.030612244897959183,0.19387755102040816,0.5918367346938775,0.01020408163265306,0.0,0.0,0.02040816326530612,0.0
Switzerland,20,0.75,1.25,0.0,14.0,0.408931939429535,0.25,0.0,0.55,0.15,0.0,0.05,0.0,0.0,0.0
Syria,2851,6.43212907751666,5.976148719747457,1.0,517.0,1.5927654695734517,0.08207646439845669,0.032970887407927044,0.6723956506488952,0.014380918975797966,0.0007015082427218519,0.003156787092248334,0.11083830235005261,0.0014030164854437039,0.08207646439845669
Taiwan,14,0.14285714285714285,1.5714285714285714,0.0,2.0,0.39495922053653026,0.21428571428571427,0.07142857142857142,0.2857142857142857,0.2857142857142857,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0
Tajikistan,34,3.676470588235294,4.147058823529412,1.0,32.0,1.4206642424680092,0.35294117647058826,0.20588235294117646,0.29411764705882354,0.0,0.0,0.029411764705882353,0.08823529411764706,0.029411764705882353,0.0
Tanzania,64,1.53125,2.4375,0.0,20.0,0.8688990509737075,0.140625,0.109375,0.328125,0.1875,0.0,0.015625,0.125,0.046875,0.046875
Thailand,3975,0.6352201257861635,1.8598742138364779,0.0,20.0,0.8119159178016098,0.37383647798742137,0.045283018867924525,0.4840251572327044,0.08327044025157233,0.0037735849056603774,0.0015094339622641509,0.0030188679245283017,0.001761006289308176,0.003522012578616352
Togo,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,10,0.0,1.4,0.0,0.0,0.270805020110221,0.4,0.1,0.3,0.2,0.0,0.0,0.0,0.0,0.0
Tunisia,138,2.4057971014492754,2.818840579710145,1.0,40.0,1.1058598083960451,0.34057971014492755,0.036231884057971016,0.37681159420289856,0.09420289855072464,0.007246376811594203,0.007246376811594203,0.09420289855072464,0.007246376811594203,0.036231884057971016
Turkey,1996,1.3261523046092185,3.7319639278557113,0.0,105.0,1.002148108038642,0.2590180360721443,0.03006012024048096,0.5365731462925851,0.062625250501002,0.003006012024048096,0.0035070140280561123,0.05511022044088176,0.004008016032064128,0.04609218436873747
Turkmenistan,2,1.5,1.5,1.5,3.0,1.2424533248940002,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,202,6.678217821782178,2.8168316831683167,1.0,200.0,1.4350761726762031,0.40594059405940597,0.12871287128712872,0.13861386138613863,0.0297029702970297,0.0,0.0,0.2079207920792079,0.024752475247524754,0.06435643564356436
Ukraine,1792,1.2806919642857142,1.6026785714285714,0.0,298.0,0.5730455272553998,0.23660714285714285,0.021205357142857144,0.5502232142857143,0.06919642857142858,0.0011160714285714285,0.004464285714285714,0.06919642857142858,0.008928571428571428,0.0390625
United Arab Emirates,5,0.2,0.2,0.0,1.0,0.2772588722239781,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
United Kingdom,1340,0.11641791044776119,1.0865671641791044,0.0,27.0,0.19416045175977223,0.21567164179104478,0.010447761194029851,0.4761194029850746,0.24477611940298508,0.015671641791044775,0.0029850746268656717,0.006716417910447761,0.024626865671641792,0.0029850746268656717
United States,757,4.54557463672391,31.49669749009247,0.0,1385.0,0.43522325800356265,0.24702774108322326,0.007926023778071334,0.16512549537648613,0.4702774108322325,0.010568031704095112,0.011889035667107,0.005284015852047556,0.08190224570673713,0.0
Uruguay,2,0.5,0.5,0.5,1.0,0.5493061443340549,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,10,4.9,7.1,2.0,23.0,1.9483309314740471,0.2,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.1
Venezuela,83,0.9156626506024096,2.2409638554216866,0.0,20.0,0.7494996292828979,0.2289156626506024,0.13253012048192772,0.30120481927710846,0.1566265060240964,0.0,0.03614457831325301,0.10843373493975904,0.012048192771084338,0.024096385542168676
Vietnam,7,0.0,0.14285714285714285,0.0,0.0,0.09902102579427789,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0
West Bank and Gaza Strip,1606,0.6494396014943961,1.229763387297634,0.0,17.0,0.6708002939455155,0.475093399750934,0.02054794520547945,0.3163138231631382,0.09339975093399751,0.0012453300124533001,0.0012453300124533001,0.034869240348692404,0.0547945205479452,0.0024906600249066002
Western Sahara,3,0.0,1.0,0.0,0.0,0.46209812037329684,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
Yemen,5920,2.1570945945945947,2.2574324324324326,0.0,210.0,0.8884895221412497,0.1893581081081081,0.1097972972972973,0.4214527027027027,0.022466216216216216,0.0028716216216216218,0.0035472972972972975,0.1293918918918919,0.0013513513513513514,0.11976351351351351
Yugoslavia,37,0.35135135135135137,0.5405405405405406,0.0,3.0,0.46659840521246115,0.43243243243243246,0.1891891891891892,0.2972972972972973,0.0,0.0,0.0,0.05405405405405406,0.0,0.02702702702702703
Zambia,11,0.0,0.18181818181818182,0.0,0.0,0.12602676010180824,0.7272727272727273,0.0,0.0,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0
Zimbabwe,34,0.6176470588235294,3.5588235294117645,0.0,7.0,0.6748993860307353,0.38235294117647056,0.029411764705882353,0.23529411764705882,0.20588235294117646,0.0,0.029411764705882353,0.0,0.029411764705882353,0.08823529411764706
