country_txt,attacks_total,avg_killed,avg_wounded,median_killed,max_killed,severity_index,attacktype_Armed Assault,attacktype_Assassination,attacktype_Bombing/Explosion,attacktype_Facility/Infrastructure Attack,attacktype_Hijacking,attacktype_Hostage Taking (Barricade Incident),attacktype_Hostage Taking (Kidnapping),attacktype_Unarmed Assault,attacktype_Unknown,targettype_Abortion Related,targettype_Airports & Aircraft,targettype_Business,targettype_Educational Institution,targettype_Food or Water Supply,targettype_Government (Diplomatic),targettype_Government (General),targettype_Journalists & Media,targettype_Maritime,targettype_Military,targettype_NGO,targettype_Other,targettype_Police,targettype_Private Citizens & Property,targettype_Religious Figures/Institutions,targettype_Telecommunication,targettype_Terrorists/Non-State Militia,targettype_Tourists,targettype_Transportation,targettype_Unknown,targettype_Utilities,targettype_Violent Political Party,weaptype_Biological,weaptype_Chemical,weaptype_Explosives,weaptype_Fake Weapons,weaptype_Firearms,weaptype_Incendiary,weaptype_Melee,weaptype_Other,weaptype_Radiological,weaptype_Sabotage Equipment,weaptype_Unknown,"weaptype_Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",pct_successful,pct_suicide,num_groups
Bulgaria,19,0.6842105263157895,1.6842105263157894,0.0,7.0,0.4468219170340002,0.0,0.10526315789473684,0.5789473684210527,0.15789473684210525,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.3684210526315789,0.10526315789473684,0.0,0.0,0.05263157894736842,0.0,0.0,0.15789473684210525,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.6842105263157895,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.05263157894736842,3.0
Burkina Faso,392,4.420918367346939,1.8214285714285714,2.0,58.0,1.333342177637548,0.5229591836734694,0.05102040816326531,0.12755102040816327,0.061224489795918366,0.01020408163265306,0.01020408163265306,0.10714285714285714,0.0,0.1096938775510204,0.0,0.0,0.04591836734693878,0.0663265306122449,0.0,0.002551020408163265,0.09438775510204081,0.002551020408163265,0.0,0.21428571428571427,0.00510204081632653,0.00510204081632653,0.21173469387755103,0.2602040816326531,0.04591836734693878,0.0,0.015306122448979591,0.002551020408163265,0.02295918367346939,0.002551020408163265,0.002551020408163265,0.0,0.0,0.0,0.15051020408163265,0.0,0.6607142857142857,0.058673469387755105,0.002551020408163265,0.0,0.0,0.0,0.12755102040816327,0.0,0.9158163265306123,0.00510204081632653,9.0
Burundi,388,2.6056701030927836,2.729381443298969,1.0,36.0,1.3187126787977141,0.36082474226804123,0.08762886597938144,0.4175257731958763,0.02577319587628866,0.002577319587628866,0.002577319587628866,0.05154639175257732,0.0,0.05154639175257732,0.0,0.002577319587628866,0.1211340206185567,0.01288659793814433,0.0,0.01288659793814433,0.0979381443298969,0.007731958762886598,0.005154639175257732,0.14432989690721648,0.005154639175257732,0.0,0.13144329896907217,0.3247422680412371,0.020618556701030927,0.0,0.0,0.005154639175257732,0.03350515463917526,0.030927835051546393,0.005154639175257732,0.03865979381443299,0.0,0.0,0.5077319587628866,0.0,0.38144329896907214,0.020618556701030927,0.007731958762886598,0.0,0.0,0.0,0.08247422680412371,0.0,0.9484536082474226,0.0,12.0
Cambodia,21,1.0476190476190477,1.8571428571428572,0.0,8.0,0.8112349516513679,0.2857142857142857,0.09523809523809523,0.5238095238095238,0.0,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.3333333333333333,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.23809523809523808,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.047619047619047616,0.5714285714285714,0.0,0.38095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,2.0
Cameroon,860,3.6116279069767443,1.8953488372093024,1.0,180.0,1.0179512003790456,0.24651162790697675,0.03488372093023256,0.18372093023255814,0.11162790697674418,0.005813953488372093,0.009302325581395349,0.3127906976744186,0.0011627906976744186,0.0941860465116279,0.0,0.0011627906976744186,0.04302325581395349,0.07674418604651163,0.002325581395348837,0.0034883720930232558,0.11627906976744186,0.009302325581395349,0.002325581395348837,0.1511627906976744,0.004651162790697674,0.0011627906976744186,0.09302325581395349,0.4011627906976744,0.03488372093023256,0.0011627906976744186,0.0069767441860465115,0.0034883720930232558,0.01744186046511628,0.030232558139534883,0.0,0.0,0.0,0.0,0.1941860465116279,0.0,0.47093023255813954,0.10813953488372093,0.03255813953488372,0.0011627906976744186,0.0,0.0,0.1930232558139535,0.0,0.922093023255814,0.12093023255813953,15.0
Canada,83,0.3614457831325301,1.927710843373494,0.0,10.0,0.5198730926503277,0.18072289156626506,0.012048192771084338,0.20481927710843373,0.4578313253012048,0.0,0.0,0.012048192771084338,0.13253012048192772,0.0,0.012048192771084338,0.0,0.13253012048192772,0.024096385542168676,0.012048192771084338,0.0,0.060240963855421686,0.03614457831325301,0.0,0.03614457831325301,0.0,0.0,0.060240963855421686,0.2289156626506024,0.1686746987951807,0.08433734939759036,0.0,0.0,0.04819277108433735,0.012048192771084338,0.08433734939759036,0.0,0.0,0.024096385542168676,0.20481927710843373,0.0,0.07228915662650602,0.43373493975903615,0.1927710843373494,0.012048192771084338,0.0,0.024096385542168676,0.0,0.03614457831325301,0.8674698795180723,0.012048192771084338,21.0
Central African Republic,373,6.512064343163539,4.297587131367292,1.0,136.0,1.4527218728845905,0.517426273458445,0.032171581769437,0.05361930294906166,0.03753351206434316,0.00804289544235925,0.01876675603217158,0.19571045576407506,0.0,0.13672922252010725,0.0,0.0,0.01876675603217158,0.005361930294906166,0.0,0.21179624664879357,0.058981233243967826,0.013404825737265416,0.0,0.07506702412868632,0.05630026809651475,0.002680965147453083,0.02680965147453083,0.4691689008042895,0.04289544235924933,0.0,0.010723860589812333,0.0,0.002680965147453083,0.002680965147453083,0.0,0.002680965147453083,0.0,0.0,0.0938337801608579,0.0,0.613941018766756,0.0160857908847185,0.029490616621983913,0.0,0.0,0.0,0.24664879356568364,0.0,0.9222520107238605,0.0,20.0
Chad,114,12.043859649122806,16.105263157894736,5.0,160.0,2.1097912006365895,0.2982456140350877,0.0,0.2543859649122807,0.03508771929824561,0.008771929824561403,0.008771929824561403,0.14035087719298245,0.0,0.2543859649122807,0.0,0.008771929824561403,0.02631578947368421,0.0,0.0,0.03508771929824561,0.03508771929824561,0.0,0.0,0.3684210526315789,0.03508771929824561,0.0,0.03508771929824561,0.4473684210526316,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.3508771929824561,0.017543859649122806,0.02631578947368421,0.0,0.0,0.0,0.34210526315789475,0.0,0.9649122807017544,0.15789473684210525,15.0
Chile,229,0.034934497816593885,0.3231441048034934,0.0,2.0,0.16294507310628936,0.13100436681222707,0.008733624454148471,0.29694323144104806,0.5152838427947598,0.017467248908296942,0.013100436681222707,0.0,0.013100436681222707,0.004366812227074236,0.0,0.004366812227074236,0.40611353711790393,0.017467248908296942,0.0,0.013100436681222707,0.056768558951965066,0.008733624454148471,0.004366812227074236,0.013100436681222707,0.0,0.0,0.08296943231441048,0.14847161572052403,0.13100436681222707,0.017467248908296942,0.0,0.0,0.0611353711790393,0.013100436681222707,0.021834061135371178,0.0,0.004366812227074236,0.008733624454148471,0.2925764192139738,0.0,0.22707423580786026,0.4366812227074236,0.008733624454148471,0.004366812227074236,0.0,0.013100436681222707,0.004366812227074236,0.0,0.9126637554585153,0.0,17.0
China,173,4.855491329479769,6.416184971098266,0.0,184.0,1.4735929824005487,0.3468208092485549,0.023121387283236993,0.4682080924855491,0.06358381502890173,0.028901734104046242,0.0,0.011560693641618497,0.05202312138728324,0.005780346820809248,0.0,0.028901734104046242,0.15606936416184972,0.028901734104046242,0.0,0.0,0.08092485549132948,0.017341040462427744,0.005780346820809248,0.011560693641618497,0.0,0.0,0.2774566473988439,0.2658959537572254,0.005780346820809248,0.0,0.0,0.005780346820809248,0.09248554913294797,0.023121387283236993,0.0,0.0,0.0,0.011560693641618497,0.5202312138728323,0.0,0.005780346820809248,0.20809248554913296,0.23699421965317918,0.0,0.0,0.0,0.005780346820809248,0.011560693641618497,0.8786127167630058,0.09248554913294797,6.0
