country_txt,attacks_total,avg_killed,avg_wounded,median_killed,max_killed,severity_index
South Korea,7,0.0,9.142857142857142,0.0,0.0,0.9422543591373304
South Sudan,323,8.8359133126935,4.405572755417957,1.0,287.0,1.3815539724322226
Spain,427,0.6416861826697893,5.882903981264637,0.0,73.0,0.4578479786117675
Sri Lanka,879,3.4106939704209327,6.514220705346985,1.0,103.0,1.3727421143916168
St. Lucia,2,1.0,6.0,1.0,2.0,1.354025100551105
Sudan,992,3.658266129032258,2.4596774193548385,0.0,134.0,1.109139071744936
Swaziland,5,0.0,0.0,0.0,0.0,0.0
Sweden,98,0.10204081632653061,0.4489795918367347,0.0,5.0,0.16322071089181178
Switzerland,20,0.75,1.25,0.0,14.0,0.408931939429535
Syria,2851,6.43212907751666,5.976148719747457,1.0,517.0,1.5927654695734517
Taiwan,14,0.14285714285714285,1.5714285714285714,0.0,2.0,0.39495922053653026
Tajikistan,34,3.676470588235294,4.147058823529412,1.0,32.0,1.4206642424680092
Tanzania,64,1.53125,2.4375,0.0,20.0,0.8688990509737075
Thailand,3975,0.6352201257861635,1.8598742138364779,0.0,20.0,0.8119159178016098
Togo,1,0.0,0.0,0.0,0.0,0.0
Trinidad and Tobago,10,0.0,1.4,0.0,0.0,0.270805020110221
Tunisia,138,2.4057971014492754,2.818840579710145,1.0,40.0,1.1058598083960451
Turkey,1996,1.3261523046092185,3.7319639278557113,0.0,105.0,1.002148108038642
Turkmenistan,2,1.5,1.5,1.5,3.0,1.2424533248940002
Uganda,202,6.678217821782178,2.8168316831683167,1.0,200.0,1.4350761726762031
Ukraine,1792,1.2806919642857142,1.6026785714285714,0.0,298.0,0.5730455272553998
United Arab Emirates,5,0.2,0.2,0.0,1.0,0.2772588722239781
United Kingdom,1340,0.11641791044776119,1.0865671641791044,0.0,27.0,0.19416045175977223
United States,757,4.54557463672391,31.49669749009247,0.0,1385.0,0.43522325800356265
Uruguay,2,0.5,0.5,0.5,1.0,0.5493061443340549
Uzbekistan,10,4.9,7.1,2.0,23.0,1.9483309314740471
Venezuela,83,0.9156626506024096,2.2409638554216866,0.0,20.0,0.7494996292828979
Vietnam,7,0.0,0.14285714285714285,0.0,0.0,0.09902102579427789
West Bank and Gaza Strip,1606,0.6494396014943961,1.229763387297634,0.0,17.0,0.6708002939455155
Western Sahara,3,0.0,1.0,0.0,0.0,0.46209812037329684
Yemen,5920,2.1570945945945947,2.2574324324324326,0.0,210.0,0.8884895221412497
Yugoslavia,37,0.35135135135135137,0.5405405405405406,0.0,3.0,0.46659840521246115
Zambia,11,0.0,0.18181818181818182,0.0,0.0,0.12602676010180824
Zimbabwe,34,0.6176470588235294,3.5588235294117645,0.0,7.0,0.6748993860307353
