country_txt,attacks_total,avg_killed,avg_wounded,median_killed,max_killed,severity_index,attacktype_Armed Assault,attacktype_Assassination,attacktype_Bombing/Explosion,attacktype_Facility/Infrastructure Attack,attacktype_Hijacking,attacktype_Hostage Taking (Barricade Incident),attacktype_Hostage Taking (Kidnapping),attacktype_Unarmed Assault,attacktype_Unknown,targettype_Abortion Related,targettype_Airports & Aircraft,targettype_Business,targettype_Educational Institution,targettype_Food or Water Supply,targettype_Government (Diplomatic),targettype_Government (General),targettype_Journalists & Media,targettype_Maritime,targettype_Military,targettype_NGO,targettype_Other,targettype_Police,targettype_Private Citizens & Property,targettype_Religious Figures/Institutions,targettype_Telecommunication,targettype_Terrorists/Non-State Militia,targettype_Tourists,targettype_Transportation,targettype_Unknown,targettype_Utilities,targettype_Violent Political Party,weaptype_Biological,weaptype_Chemical,weaptype_Explosives,weaptype_Fake Weapons,weaptype_Firearms,weaptype_Incendiary,weaptype_Melee,weaptype_Other,weaptype_Radiological,weaptype_Sabotage Equipment,weaptype_Unknown,"weaptype_Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",pct_successful,pct_suicide,num_groups
Ecuador,55,-0.770423654077789,-0.4436176525972917,-0.552899556707233,-0.5738058025105854,-0.9237660488190078,-1.1003573322033409,0.9661346583209525,0.9137717408522696,-0.836180547645223,-0.6145700682639713,-0.7695057531617205,0.8342242758970454,-0.619032765165602,-0.5579276146702574,-0.1463107274504032,-0.588919970690748,1.4101719895088245,0.8999803634871184,-0.5479515229144154,-0.17002029502777247,1.8499041664748805,2.3376717856033,-0.17239584401528474,-0.13163216262413924,0.6729896701920022,-0.5751930743974955,-0.49247185405872623,-1.1450139585926489,-0.7192897233278459,-0.26166658145257704,-0.637064795899312,2.5111279530173345,-1.2404792434559866,-0.2826151294309523,-0.6603932393265203,-0.37376277925204976,-0.18441854947818137,-0.4225016802994395,1.176677104161491,-0.23136040630434632,-0.6375106912969594,-0.6973382855575799,-0.9026822943266717,-0.4925132621251536,0.0,-0.4510591466385361,0.40315604807816496,-0.38782831508846227,-0.10244192122586587,-0.7219025059552233,-0.5004405714459511
Egypt,2179,-0.30325199117594387,-0.2489769157682251,-0.552899556707233,0.5083230326964772,0.005154934512546018,0.23511969170017152,-0.40077025085484935,0.9067397975784697,-0.7058836044034359,0.09779439208101073,-0.515196190788892,-0.44326307895019873,-0.5979634033038355,-0.3541654723342705,-0.1463107274504032,-0.33763088896187216,-0.7214766683085307,-0.2518123631313517,0.8450507437157829,-0.47737812496014526,-1.0064641478614802,-0.3656620062656681,-0.13225688039977476,1.0653446516986504,-0.5946247256271067,2.6457263253277277,1.843125062231715,-1.231652233578303,-0.3565985211561763,-0.18102136029027227,-0.42249023784489814,0.47276704132981956,-0.35837599961837957,1.4630081082455424,1.205390699786723,-0.33013541761277904,-0.18441854947818137,-0.4225016802994395,0.929569026500027,-0.23136040630434632,-0.014642962800365734,-0.6748462868052308,-0.5446918596187803,-0.4925132621251536,0.0,-0.4510591466385361,-0.5161409976731677,-0.38782831508846227,-0.6455777828275177,0.24226984082524627,-0.19120401293713887
Ethiopia,190,3.062652702162394,0.38829586915767,1.4602219061755126,2.112129612563622,1.6420765620866353,0.3122182535658809,-0.30841130918173,-0.057216045131208024,-0.37128714992195216,-0.6145700682639713,-0.18619992536130628,0.7683337300243184,-0.619032765165602,0.11042832454515793,-0.1463107274504032,1.7165912254659803,0.34665787941051734,0.6402626294285428,-0.5479515229144154,-0.0949690031721101,-0.5073849639495571,-0.462857997475076,-0.17239584401528474,-0.30523472721890527,0.5018793168065213,-0.5751930743974955,-0.5391475200297651,0.7027064578954402,-0.2571235657067527,-0.26166658145257704,-0.637064795899312,2.096351849531565,0.958723237461809,-0.1081931230185666,0.03735445003179065,0.12657417344255603,-0.18441854947818137,-0.4225016802994395,-0.1108675720916698,-0.23136040630434632,0.5183646113721584,-0.31125602680493714,-0.5507750053514106,-0.4925132621251536,0.0,-0.4510591466385361,0.21182503295886515,-0.38782831508846227,1.0896461765646754,-0.5836833254529453,-0.4695169155950699
France,503,-0.6447024157704393,-0.20615063037554815,-0.552899556707233,-0.2600941857893197,-1.152609467109728,-1.08486637952159,-0.6875695292469812,1.1014483468479093,0.30525751634730214,-0.3771878754070075,1.8745047585379815,-0.9295813635879903,1.2976927406646566,-0.863921900094181,-0.1463107274504032,-0.15348545054187038,2.06364467531608,-0.5343017869461042,-0.5479515229144154,-0.2815279135436072,0.13675616804435656,-0.156637047039071,-0.17239584401528474,-0.821885803284062,-0.20086376077545468,0.9751456426339028,-0.1386771109329878,0.17321765703858574,0.5318360247716691,0.08768915793641305,-0.637064795899312,0.7375684234403734,-0.90819417675668,-0.6298681100372464,-0.3968304938432622,-0.37376277925204976,-0.18441854947818137,-0.4225016802994395,0.8679806599405335,-0.23136040630434632,-1.189826057095215,0.3588119980380111,1.1355348730979706,0.07691445614963781,0.0,-0.07476670913160119,-0.9828173513046256,0.9945400376829046,0.19232888144379331,-0.19980222175178325,0.7055820067384168
Georgia,114,-0.7041404628499498,-0.3624442972448042,-0.552899556707233,-0.5702809528845038,-0.4177755869690087,-0.8573335755118618,0.6559277032673899,0.9454427823998613,-0.5594582870956568,-0.6145700682639713,0.2026706265056438,0.16433705952432448,-0.2163122432639224,-0.863921900094181,-0.1463107274504032,0.3717096943745583,-0.4568861148859799,0.3545731219641115,-0.5479515229144154,1.6478887743649324,1.1771102506561915,0.04381679880555128,-0.17239584401528474,-0.7203712947281288,1.8821695007827646,-0.5751930743974955,1.096229517325884,-0.8728690910478916,-0.7192897233278459,-0.09039373845777919,0.5347596702675478,-0.6411704334745698,1.691790731101074,-0.2962952867966279,0.5025195762706661,-0.37376277925204976,-0.18441854947818137,-0.4225016802994395,1.0284008364679849,6.995738494948658,-0.2425866295516774,-0.752359670259043,-0.316170146034569,-0.4925132621251536,0.0,-0.4510591466385361,-0.34941261139107954,-0.38782831508846227,-0.23267003274920223,-0.7219025059552233,-0.7169061624021197
Germany,284,-0.7865108739247721,-0.49378254988329806,-0.552899556707233,-0.5456070055019323,-1.0960209185648837,-0.3219753438917683,-0.4306514656893641,-1.2021715241225834,2.6072577227145217,-0.19413611401378636,0.010973875585312083,-1.0032480535196784,1.8057985462846529,-0.7454029867257603,-0.1463107274504032,-0.588919970690748,0.1389480813819289,-0.8827441110684748,-0.5479515229144154,0.45928302541454,0.07835731108998598,-0.3272689674844867,-0.17239584401528474,-1.0799614201058367,-0.6274490155376752,-0.5751930743974955,-0.7846147743265965,1.405570198174332,0.6720907864117144,-0.12416584834407848,-0.637064795899312,-0.6411704334745698,1.9963751122610494,-0.6724996143527505,-0.5047922287888721,-0.20639654507603974,-0.18441854947818137,0.08272582084653045,-1.2067886012396156,-0.23136040630434632,-1.1942844286389853,2.6140716734948635,1.3731500557363472,1.5245440779609274,0.0,1.5483256709599653,-0.7291231906922249,2.0605212674608246,-0.12790906546201103,-0.536961348945133,0.39634544822960444
Greece,659,-0.8500996553926353,-0.7013312370845773,-0.552899556707233,-0.577330652136667,-1.6829228192128771,-1.411938957282415,-0.46408784171553696,-0.04487654128682132,2.170056186385817,-0.6145700682639713,-0.2649771919382954,-1.0088279453922038,0.28663007771495425,-0.5830015014879993,-0.1463107274504032,-0.588919970690748,2.681655019669854,-0.33255566306036394,-0.5479515229144154,1.3778509109018005,2.5716723228987672,0.26755331734525034,-0.03967535582378193,-1.1235388261483152,0.02375700311299763,0.6081458856431808,-0.047183954552183244,-1.0388498232670293,-0.5416234209545381,-0.172781433798221,-0.637064795899312,-0.3780802798219831,-0.9234470193479597,-0.6724996143527505,-0.6603932393265203,0.3475120387447287,-0.18441854947818137,-0.4225016802994395,-0.17273066380656082,-0.23136040630434632,-1.552300925146851,2.3195815556099832,-0.19245969290467269,0.3767496886858467,0.0,0.41058772467857135,-0.7388906103018238,-0.38782831508846227,0.11764009098784614,-0.7219025059552233,1.818833617370141
India,10887,-0.5100993978618998,-0.3052485287098538,-0.552899556707233,0.07476652868843582,-0.3803499686109577,-0.04964009095804785,-0.11564707377607286,0.24276303349342587,-0.2039208905571041,-0.26360986102362255,-0.10781502354519565,0.3445873748044273,0.04724830771885147,-0.5253804131895082,-0.1463107274504032,-0.5486841732011081,0.06095059840795891,0.2822782204242468,-0.08327623143725704,-0.6381412672653566,0.5438522436204714,-0.3372946099151307,-0.16436215229872492,-0.447236066192392,-0.5157644218794393,-0.43193590995059833,0.9065671980660208,-0.2519666848291844,-0.5243679872747381,-0.0195531384756392,0.20959371892281567,-0.35451888551582295,0.9932656848060664,0.6747452026545152,-0.3722019307492089,0.6478676477159997,-0.18441854947818137,-0.2907072370869371,0.23517410355054116,-0.15568397801897452,0.10362122179315221,-0.2714047053093877,0.1843611637644511,-0.22942688177040818,0.0,0.1574306450680586,-0.2911689889875233,-0.32396028152146594,-0.4595945712876502,-0.5723459755688133,5.9935271572391065
Indonesia,638,-0.35684421789087234,0.03183131217896367,-0.552899556707233,-0.23189538878066662,0.02527915022456761,0.6635289966710742,-0.2532995787861569,0.3398573075600849,-0.3120564416137248,-0.6145700682639713,-0.0746586855624786,-0.46806070833460317,-0.25923543368604873,-0.5737549052956319,-0.1463107274504032,0.44097139436358873,0.4473416603665324,0.5426445845582488,1.0379167837664809,-0.11265350297717919,-0.20275786799407913,-0.10072052552528744,-0.03530681310901454,-0.3937277886315296,0.15729846723023702,-0.5751930743974955,0.6050322151530133,-0.5083249050794496,1.2534884938949011,-0.26166658145257704,-0.3229864515191707,0.44582901014332815,-0.1925833904794821,-0.26917083684744203,-0.24480684127611682,-0.29926119538686763,-0.18441854947818137,0.02729333639478649,0.30089390183938786,-0.23136040630434632,0.1748631107670409,-0.2170990341656118,0.21518411997300999,0.4053617920824473,0.0,-0.4510591466385361,-0.7286187448048637,-0.38782831508846227,-0.25339599214283565,0.30715879088776366,-0.06750938953361395
Iran,182,0.29043273958506394,0.9663090621503239,0.45366117473413986,-0.44691121597164646,0.9254924051347895,0.5059195376596043,-0.0532649770629006,0.36605201830689355,-0.73218163214198,0.04149170650005726,0.4483855356523309,-0.28700111183830834,-0.619032765165602,0.24572770638818353,-0.1463107274504032,1.2162192900363578,-0.7659414973077103,0.4173620247035441,-0.5479515229144154,-0.21441876988011474,0.2318386611233308,-0.462857997475076,-0.17239584401528474,0.8147216169955386,-0.2344593028171733,-0.5751930743974955,1.3396762651561083,-1.1512252108527574,0.5673266861667747,-0.26166658145257704,-0.637064795899312,1.2640648550644862,-0.7813050990885382,-0.20121067653519178,0.7964425955974251,-0.37376277925204976,-0.18441854947818137,0.3658752995107598,0.3263218385454212,-0.23136040630434632,0.4062701108660599,-0.643013763243842,-0.6577651335013999,-0.4925132621251536,0.0,-0.4510591466385361,0.016228868051977645,-0.38782831508846227,0.7300052295260099,1.1539292294328503,-0.25305132463890134
